Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,log_price
Mitsubishi,2500.0,other,350,1.8,Petrol,yes,1990,7.824046010856292
Audi,34000.0,crossover,118,2.0,Diesel,yes,2013,10.4341158035983
Mercedes-Benz,39000.0,crossover,195,5.0,Gas,yes,2002,10.571316925111784
Mercedes-Benz,10500.0,sedan,285,1.8,Gas,yes,2003,9.259130536145614
Mitsubishi,2600.0,vagon,93,2.5,Petrol,no,1997,7.8632667240095735
BMW,4800.0,sedan,111,2.5,Gas,yes,1991,8.476371196895983
Volkswagen,7800.0,van,352,2.5,Diesel,yes,2001,8.961879012677683
Mercedes-Benz,99999.0,crossover,0,3.0,Petrol,yes,2016,11.512915464920228
Toyota,15300.0,crossover,130,2.0,Petrol,yes,2008,9.635608107380527
Toyota,8500.0,hatch,55,1.0,Petrol,yes,2011,9.047821442478408
Renault,3000.0,van,217,1.4,Petrol,yes,2004,8.006367567650246
BMW,5000.0,sedan,400,2.0,Petrol,yes,1991,8.517193191416238
Renault,11403.99,sedan,0,1.2,Petrol,yes,2016,9.341718573146874
BMW,59900.0,crossover,30,2.0,Diesel,yes,2016,11.00043178410354
Volkswagen,5400.0,hatch,320,1.4,Petrol,yes,2002,8.594154232552366
Volkswagen,17500.0,vagon,160,1.4,Petrol,yes,2011,9.769956159911606
Renault,6300.0,sedan,167,1.6,Petrol,yes,2005,8.748304912379623
Volkswagen,1900.0,hatch,300,1.9,Diesel,no,1999,7.549609165154532
Toyota,12400.0,sedan,135,3.5,Gas,yes,2007,9.425451751593128
Volkswagen,8500.0,hatch,141,2.0,Petrol,yes,2000,9.047821442478408
Mercedes-Benz,47600.0,van,0,2.2,Diesel,yes,2016,10.770588040219511
Mercedes-Benz,39900.0,crossover,126,5.5,Petrol,yes,2010,10.594131602877955
Volkswagen,3350.0,hatch,122,1.4,Petrol,yes,1993,8.116715624819111
Renault,8200.0,vagon,180,1.6,Gas,yes,2010,9.011889433252344
Volkswagen,22200.0,hatch,51,2.0,Petrol,yes,2013,10.00784756786037
Renault,7999.0,van,141,1.5,Diesel,yes,2006,8.987071812848821
Volkswagen,2499.0,sedan,220,1.9,Diesel,no,2004,7.823645930834952
BMW,66200.0,crossover,70,3.0,Diesel,yes,2014,11.1004357419251
Audi,21000.0,hatch,34,1.4,Petrol,yes,2013,9.95227771670556
Volkswagen,7200.0,van,270,1.9,Diesel,yes,2008,8.881836305004146
BMW,34900.0,crossover,65,2.0,Petrol,yes,2013,10.460242108190519
Audi,17500.0,sedan,94,1.8,Petrol,yes,2008,9.769956159911606
Volkswagen,9600.0,van,148,1.6,Diesel,yes,2011,9.169518377455928
Toyota,2200.0,vagon,300,2.0,Petrol,yes,1989,7.696212639346407
BMW,32000.0,crossover,108,3.0,Petrol,yes,2008,10.373491181781864
Volkswagen,4700.0,van,342,1.9,Diesel,yes,1996,8.45531778769815
Volkswagen,11000.0,van,282,2.5,Diesel,yes,2006,9.305650551780507
Volkswagen,24000.0,sedan,105,2.0,Diesel,yes,2012,10.085809109330082
Renault,4100.0,other,270,1.2,Gas,yes,1999,8.318742252692399
BMW,5800.0,sedan,270,4.4,Petrol,yes,1996,8.66561319653451
Audi,8600.0,sedan,260,2.5,Diesel,yes,2002,9.0595174822416
Audi,3500.0,other,360,2.2,Gas,yes,1990,8.160518247477505
Mercedes-Benz,7777.0,sedan,270,2.8,Gas,yes,1996,8.958925938694943
Volkswagen,19500.0,crossover,112,2.5,Diesel,yes,2008,9.878169744551839
BMW,13300.0,vagon,157,2.0,Diesel,yes,2007,9.495519314209846
Mitsubishi,15900.0,crossover,180,3.0,Gas,yes,2008,9.674074388208323
Mercedes-Benz,28500.0,sedan,90,5.5,Petrol,yes,2007,10.257659366256743
BMW,27300.0,sedan,155,2.0,Diesel,yes,2012,10.21464198117305
Renault,4800.0,sedan,100,1.4,Petrol,yes,2006,8.476371196895983
Mercedes-Benz,11499.0,other,157,2.2,Diesel,yes,2012,9.350015354048665
BMW,8500.0,sedan,284,1.9,Gas,yes,2000,9.047821442478408
Mercedes-Benz,47600.0,van,0,2.2,Diesel,yes,2016,10.770588040219511
Toyota,17900.0,crossover,133,2.7,Gas,yes,2007,9.792555991828847
Audi,11800.0,vagon,278,2.5,Diesel,yes,2005,9.375854810453756
Audi,11115.0,hatch,150,1.6,Petrol,yes,2008,9.316050826398296
Volkswagen,12999.0,van,160,2.0,Diesel,yes,2011,9.47262771040802
Toyota,24842.03,sedan,0,1.8,Petrol,yes,2016,10.120292255735645
Mitsubishi,8400.0,sedan,250,2.0,Petrol,yes,2007,9.035986984831405
Toyota,15500.0,sedan,129,3.5,Other,yes,2008,9.648595302907339
BMW,13999.0,sedan,265,3.0,Diesel,yes,2005,9.546741177474825
Toyota,42900.0,crossover,51,3.0,Diesel,yes,2013,10.666627104916108
Volkswagen,47777.0,sedan,91,3.0,Diesel,yes,2012,10.774299631131253
Renault,7550.0,hatch,155,2.0,Petrol,yes,2007,8.92930284224307
BMW,68500.0,sedan,43,4.4,Petrol,yes,2013,11.134589024250317
Volkswagen,8400.0,van,300,2.5,Diesel,yes,2004,9.035986984831405
Renault,24193.65,van,1,1.6,Diesel,yes,2015,10.093845481018526
Renault,14700.0,crossover,61,1.5,Diesel,yes,2013,9.595602772766828
Renault,8300.0,van,127,1.5,Diesel,yes,2011,9.02401079378469
Volkswagen,19000.0,vagon,185,2.0,Diesel,yes,2011,9.852194258148577
BMW,3700.0,sedan,305,1.9,Petrol,no,2000,8.216088098632316
BMW,4500.0,sedan,307,2.5,Petrol,yes,1994,8.411832675758411
Toyota,9400.0,sedan,140,1.6,Petrol,yes,2008,9.148464968258095
Toyota,25000.0,crossover,115,5.7,Petrol,yes,2007,10.126631103850338
Volkswagen,18000.0,sedan,110,2.0,Diesel,yes,2013,9.798127036878302
Toyota,12300.0,sedan,135,2.4,Petrol,yes,2006,9.417354541360508
Mercedes-Benz,20500.0,sedan,235,2.2,Diesel,yes,2007,9.9281801651265
Renault,11900.0,other,162,2.3,Other,yes,2011,9.38429367909962
BMW,3990.0,sedan,350,2.5,Petrol,yes,1995,8.29154650988391
Mercedes-Benz,13600.0,van,190,2.2,Diesel,yes,2009,9.517825071724143
BMW,17300.0,sedan,180,3.0,Diesel,yes,2007,9.75846178048587
Mercedes-Benz,12500.0,van,386,2.2,Diesel,yes,2008,9.433483923290392
BMW,13900.0,crossover,184,3.0,Gas,yes,2004,9.539644119118783
BMW,39600.0,crossover,98,3.0,Petrol,yes,2011,10.586584397242571
Volkswagen,11700.0,van,185,1.4,Petrol,yes,2008,9.367344120785848
Audi,7200.0,sedan,250,2.4,Gas,yes,1998,8.881836305004146
Audi,10999.0,sedan,200,1.8,Petrol,yes,2006,9.305559638557117
Renault,7900.0,vagon,105,1.5,Diesel,yes,2010,8.974618038455112
Mercedes-Benz,13900.0,other,168,5.0,Petrol,yes,2002,9.539644119118783
Volkswagen,4500.0,vagon,390,1.9,Diesel,yes,1996,8.411832675758411
Toyota,9000.0,crossover,180,1.8,Gas,yes,2003,9.104979856318357
Renault,10500.0,vagon,233,1.5,Diesel,yes,2009,9.259130536145614
Mercedes-Benz,13000.0,sedan,220,5.0,Petrol,yes,2003,9.472704636443673
Renault,7300.0,van,186,1.5,Diesel,yes,2010,8.895629627136483
Toyota,21999.0,sedan,80,2.5,Other,yes,2012,9.998752276761909
Mitsubishi,10500.0,sedan,57,1.5,Gas,yes,2011,9.259130536145614
Renault,8300.0,van,137,1.5,Diesel,yes,2014,9.02401079378469
Mitsubishi,12300.0,other,175,2.5,Diesel,yes,2008,9.417354541360508
Mercedes-Benz,2900.0,sedan,282,2.2,Diesel,no,2000,7.9724660159745655
Mercedes-Benz,12950.0,sedan,313,3.2,Diesel,yes,2003,9.468851067127684
BMW,23500.0,crossover,140,4.8,Petrol,yes,2008,10.06475570013225
Audi,33300.0,crossover,71,2.0,Petrol,yes,2011,10.413312675968536
Mitsubishi,8200.0,crossover,210,2.4,Gas,yes,2007,9.011889433252344
Volkswagen,7800.0,sedan,220,1.8,Gas,yes,2002,8.961879012677683
Toyota,21800.0,crossover,170,4.0,Gas,yes,2006,9.98966524877718
Mercedes-Benz,22900.0,sedan,74,2.2,Diesel,yes,2011,10.03889218954233
Volkswagen,8500.0,other,200,1.6,Diesel,yes,2011,9.047821442478408
Audi,16700.0,vagon,131,2.0,Diesel,yes,2009,9.723163998404846
Toyota,10100.0,sedan,142,2.4,Petrol,yes,2007,9.22029070282935
Renault,7700.0,van,125,1.5,Diesel,yes,2012,8.948975607841776
Mitsubishi,10800.0,crossover,190,3.0,Gas,yes,2006,9.287301413112312
Mercedes-Benz,4700.0,sedan,1,1.8,Petrol,yes,1996,8.45531778769815
Audi,5999.0,vagon,248,2.5,Diesel,yes,2000,8.699348067653093
Renault,5800.0,van,143,1.5,Diesel,yes,2007,8.66561319653451
Mitsubishi,5400.0,sedan,200,1.6,Gas,yes,2005,8.594154232552366
Audi,3000.0,vagon,270,2.5,Diesel,yes,1998,8.006367567650246
Mitsubishi,3200.0,sedan,330,1.3,Gas,yes,1996,8.070906088787819
Mercedes-Benz,43999.0,sedan,132,3.0,Diesel,yes,2010,10.691922185369403
Audi,3600.0,vagon,250,2.5,Other,yes,1999,8.1886891244442
Mercedes-Benz,5500.0,van,400,2.3,Diesel,yes,1996,8.612503371220562
Volkswagen,10200.0,sedan,129,2.0,Petrol,yes,2006,9.230142999272362
Mercedes-Benz,31500.0,sedan,123,2.2,Diesel,yes,2011,10.357742824813725
Toyota,11500.0,sedan,110,1.6,Petrol,yes,2011,9.350102314351341
Mitsubishi,10888.0,sedan,63,2.0,Petrol,yes,2012,9.295416544331301
Toyota,38500.0,crossover,20,5.7,Gas,yes,2014,10.558413520275876
Audi,4500.0,vagon,206,2.5,Diesel,no,2003,8.411832675758411
Volkswagen,55555.0,van,63,2.0,Diesel,yes,2013,10.92512880001811
Volkswagen,13999.0,crossover,150,2.5,Diesel,yes,2005,9.546741177474825
Volkswagen,6700.0,van,300,2.5,Diesel,yes,1997,8.809862805379057
Renault,7100.0,van,135,1.5,Diesel,yes,2013,8.867850063029406
Audi,81500.0,sedan,0,3.0,Petrol,yes,2016,11.308358299228955
Renault,6200.0,van,122,1.5,Diesel,yes,2007,8.732304571033183
Mercedes-Benz,42500.0,sedan,110,3.0,Diesel,yes,2011,10.657259354912508
BMW,75000.0,crossover,16,3.0,Diesel,yes,2015,11.225243392518447
BMW,48550.0,other,147,4.0,Diesel,yes,2012,10.790349473719472
Mercedes-Benz,11000.0,crossover,148,3.2,Petrol,yes,2001,9.305650551780507
BMW,7500.0,sedan,275,2.0,Gas,yes,1998,8.922658299524402
Toyota,2999.0,vagon,5,1.3,Petrol,yes,1989,8.00603417874901
BMW,22500.0,other,100,3.0,Petrol,yes,2007,10.021270588192511
Volkswagen,11900.0,van,273,2.5,Diesel,yes,2003,9.38429367909962
Volkswagen,17900.0,crossover,167,3.0,Diesel,yes,2007,9.792555991828847
Renault,6700.0,van,118,1.5,Diesel,yes,2012,8.809862805379057
BMW,22900.0,other,25,3.0,Petrol,yes,2008,10.03889218954233
Toyota,9300.0,sedan,170,1.8,Gas,yes,2006,9.137769679141348
Volkswagen,20350.0,vagon,111,2.0,Diesel,yes,2012,9.920836190870741
Volkswagen,72000.0,crossover,0,3.0,Diesel,yes,2016,11.184421397998193
BMW,16800.0,crossover,250,3.0,Diesel,yes,2004,9.72913416539135
Toyota,8900.0,sedan,115,1.6,Petrol,yes,2008,9.093806555720231
Mitsubishi,22800.0,crossover,43,2.4,Petrol,yes,2013,10.034515814942532
Volkswagen,8800.0,sedan,86,1.6,Petrol,yes,2012,9.082507000466299
Volkswagen,14100.0,vagon,115,2.0,Diesel,yes,2011,9.55393007636626
Mitsubishi,9200.0,sedan,84,2.0,Petrol,yes,2009,9.126958763037132
Toyota,75500.0,crossover,50,4.6,Petrol,yes,2015,11.231887935237117
Volkswagen,2900.0,sedan,2,1.8,Petrol,yes,1989,7.9724660159745655
Audi,6100.0,sedan,305,1.6,Other,yes,1996,8.716044050161402
Renault,7245.0,sedan,87,1.4,Petrol,yes,2008,8.888066854754783
Renault,2500.0,sedan,170,1.9,Diesel,no,2003,7.824046010856292
Renault,11200.0,vagon,165,1.5,Diesel,yes,2012,9.323669057283185
Renault,13500.0,van,198,1.5,Diesel,yes,2012,9.51044496442652
Audi,13700.0,sedan,300,2.0,Diesel,yes,2005,9.525151111816216
Audi,4300.0,sedan,340,2.4,Gas,yes,1998,8.366370301681654
Volkswagen,9999.0,van,310,2.5,Diesel,yes,2007,9.21024036697585
Mercedes-Benz,6500.0,sedan,435,3.2,Petrol,yes,1994,8.779557455883728
Mercedes-Benz,11400.0,van,174,2.2,Diesel,yes,2012,9.341368634382587
Toyota,10500.0,sedan,180,3.5,Petrol,yes,2007,9.259130536145614
Renault,2999.0,van,245,1.5,Diesel,yes,2003,8.00603417874901
Mercedes-Benz,29500.0,crossover,180,3.2,Diesel,yes,2008,10.292145542327912
Mercedes-Benz,8000.0,sedan,300,2.0,Petrol,yes,2000,8.987196820661973
Mitsubishi,10500.0,sedan,130,2.0,Petrol,yes,2008,9.259130536145614
Mercedes-Benz,11400.0,sedan,220,5.0,Petrol,yes,2004,9.341368634382587
Volkswagen,8300.0,hatch,147,1.6,Gas,yes,2006,9.02401079378469
Audi,6900.0,sedan,250,2.4,Gas,yes,1999,8.83927669058535
Mercedes-Benz,8500.0,other,210,4.3,Gas,yes,2000,9.047821442478408
Volkswagen,17300.0,crossover,148,3.0,Diesel,yes,2007,9.75846178048587
Volkswagen,3500.0,vagon,215,2.0,Petrol,yes,1993,8.160518247477505
Volkswagen,5000.0,hatch,220,1.4,Petrol,yes,2003,8.517193191416238
Mitsubishi,6900.0,sedan,118,1.6,Petrol,yes,2007,8.83927669058535
Toyota,5500.0,crossover,188,2.0,Petrol,yes,1999,8.612503371220562
BMW,17900.0,other,98,3.0,Petrol,yes,2007,9.792555991828847
Volkswagen,11500.0,van,210,2.0,Diesel,yes,2012,9.350102314351341
Volkswagen,12800.0,vagon,167,1.6,Diesel,yes,2011,9.457200449907708
Volkswagen,7000.0,van,350,1.0,Other,yes,2004,8.85366542803745
BMW,8400.0,sedan,220,2.2,Gas,yes,2001,9.035986984831405
Audi,3000.0,van,11,1.9,Diesel,no,1999,8.006367567650246
Renault,5200.0,sedan,160,1.4,Gas,yes,2008,8.556413904569519
Mitsubishi,5700.0,vagon,120,1.3,Petrol,yes,2005,8.648221453822641
Mitsubishi,6500.0,crossover,285,2.5,Diesel,yes,1991,8.779557455883728
Volkswagen,2300.0,vagon,200,1.9,Diesel,no,1999,7.7406644019172415
Volkswagen,7700.0,van,228,1.9,Diesel,yes,2006,8.948975607841776
Volkswagen,10999.0,van,110,1.6,Diesel,yes,2012,9.305559638557117
BMW,8700.0,other,212,3.0,Diesel,no,2004,9.071078304642676
Mercedes-Benz,7200.0,sedan,312,3.2,Petrol,yes,2000,8.881836305004146
BMW,39000.0,crossover,38,3.0,Petrol,yes,2009,10.571316925111784
Mitsubishi,11999.0,crossover,235,3.0,Gas,yes,2007,9.392578591964389
Volkswagen,18100.0,other,195,2.0,Diesel,yes,2011,9.803667217253917
Mitsubishi,1600.0,vagon,185,1.3,Petrol,no,2000,7.3777589082278725
Renault,2650.0,vagon,1,1.0,Diesel,no,2006,7.882314918980268
Volkswagen,23300.0,sedan,115,1.8,Petrol,yes,2012,10.056208639553791
BMW,25500.0,crossover,210,3.0,Gas,yes,2008,10.146433731146518
Volkswagen,20900.0,sedan,122,2.0,Petrol,yes,2012,9.947504437952903
Renault,3700.0,hatch,310,2.0,Petrol,yes,1996,8.216088098632316
Toyota,9500.0,sedan,125,1.6,Petrol,yes,2009,9.159047077588632
Mercedes-Benz,61500.0,crossover,121,3.0,Diesel,yes,2013,11.02679245379461
Volkswagen,8800.0,other,217,1.9,Diesel,yes,2005,9.082507000466299
BMW,34900.0,vagon,136,2.0,Diesel,yes,2012,10.460242108190519
Audi,3600.0,vagon,200,2.5,Diesel,yes,1999,8.1886891244442
Mercedes-Benz,28000.0,other,12,1.8,Petrol,yes,2013,10.239959789157341
BMW,25800.0,sedan,203,2.0,Diesel,yes,2010,10.158129770909708
Mitsubishi,25999.0,crossover,86,3.2,Diesel,yes,2011,10.165813354725493
Volkswagen,29600.0,sedan,11,1.4,Petrol,yes,2016,10.295529640312152
BMW,3200.0,sedan,178,1.9,Petrol,no,2001,8.070906088787819
Mercedes-Benz,6900.0,van,200,2.3,Diesel,yes,1999,8.83927669058535
Mercedes-Benz,3550.0,sedan,274,3.2,Diesel,no,2002,8.174702882469461
BMW,2900.0,vagon,230,2.0,Diesel,no,2001,7.9724660159745655
Mercedes-Benz,11500.0,van,307,2.2,Diesel,yes,2007,9.350102314351341
Volkswagen,11800.0,van,218,1.9,Diesel,yes,2008,9.375854810453756
Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,11.154820928221902
Audi,23000.0,other,115,1.8,Petrol,yes,2008,10.043249494911286
Renault,6500.0,van,186,1.5,Diesel,yes,2012,8.779557455883728
Volkswagen,6000.0,vagon,284,1.9,Other,yes,2001,8.699514748210191
Toyota,17200.0,sedan,50,1.6,Petrol,yes,2013,9.752664662801545
Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014,11.245046019814627
Volkswagen,6800.0,vagon,160,2.8,Petrol,yes,2001,8.824677891164198
Volkswagen,3750.0,sedan,262,1.8,Petrol,yes,1994,8.229511118964457
Volkswagen,8000.0,other,300,2.5,Diesel,yes,2007,8.987196820661973
Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013,10.976782033219948
Renault,4999.0,sedan,114,1.4,Other,yes,2006,8.51699317141357
Volkswagen,15800.0,sedan,56,1.4,Other,yes,2013,9.667765219015058
Volkswagen,9250.0,sedan,200,2.0,Diesel,yes,2007,9.132378830506472
Mitsubishi,11300.0,crossover,128,2.4,Gas,yes,2008,9.332558004700433
Audi,1400.0,sedan,250,1.8,Petrol,no,1993,7.24422751560335
Toyota,80000.0,crossover,23,4.5,Diesel,yes,2014,11.289781913656018
BMW,11900.0,sedan,1,2.8,Petrol,yes,2002,9.38429367909962
Volkswagen,9500.0,hatch,29,1.4,Petrol,yes,2014,9.159047077588632
BMW,10999.0,other,162,2.2,Petrol,yes,2002,9.305559638557117
Audi,23500.0,crossover,119,4.2,Gas,yes,2007,10.06475570013225
BMW,24500.0,crossover,170,4.8,Gas,yes,2007,10.106428396532818
Mitsubishi,6000.0,sedan,150,1.8,Gas,yes,2004,8.699514748210191
Mitsubishi,17500.0,crossover,194,3.2,Diesel,yes,2008,9.769956159911606
Toyota,9300.0,sedan,107,1.8,Gas,yes,2007,9.137769679141348
BMW,3500.0,vagon,280,3.0,Diesel,no,2001,8.160518247477505
BMW,41500.0,vagon,42,2.0,Petrol,yes,2012,10.63344870621879
Volkswagen,10300.0,other,215,1.9,Other,yes,2007,9.239899174217728
Audi,2200.0,vagon,280,2.5,Diesel,no,2002,7.696212639346407
Renault,19692.08,crossover,0,1.5,Diesel,yes,2016,9.887971803433317
Renault,7850.0,van,187,1.5,Diesel,yes,2010,8.968268810776454
Toyota,20000.0,crossover,94,4.5,Petrol,yes,2005,9.903487552536127
Audi,3800.0,sedan,253,2.5,Diesel,no,1998,8.242756345714477
BMW,13700.0,sedan,254,3.0,Diesel,yes,2003,9.525151111816216
Toyota,31000.0,crossover,86,2.2,Diesel,yes,2014,10.341742483467284
Volkswagen,14400.0,van,237,2.0,Diesel,yes,2010,9.574983485564092
Toyota,17500.0,hatch,45,1.6,Petrol,yes,2014,9.769956159911606
Renault,10396.23,vagon,1,1.2,Petrol,yes,2015,9.249198519410456
BMW,27800.0,crossover,140,3.0,Diesel,yes,2009,10.232791299678729
Volkswagen,5800.0,sedan,200,1.4,Petrol,yes,2000,8.66561319653451
Renault,5800.0,vagon,200,1.46,Diesel,yes,2008,8.66561319653451
Audi,21500.0,vagon,165,2.0,Diesel,yes,2010,9.975808214115753
Volkswagen,3600.0,sedan,330,2.8,Gas,yes,1994,8.1886891244442
BMW,6500.0,sedan,388,3.5,Petrol,yes,1998,8.779557455883728
Volkswagen,10700.0,vagon,171,1.9,Diesel,yes,2010,9.277999020449997
BMW,3100.0,sedan,280,2.0,Diesel,no,1999,8.039157390473237
Mercedes-Benz,1350.0,vagon,240,2.5,Diesel,no,1992,7.2078598714324755
Mercedes-Benz,99000.0,sedan,0,3.0,Petrol,yes,2016,11.502875129116727
Mercedes-Benz,5600.0,vagon,355,2.5,Diesel,yes,1996,8.630521876723241
Mercedes-Benz,8500.0,sedan,388,4.3,Gas,yes,2000,9.047821442478408
BMW,24000.0,crossover,108,2.0,Diesel,yes,2012,10.085809109330082
Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2008,9.137769679141348
Toyota,15700.0,sedan,125,3.5,Petrol,yes,2008,9.6614159913364
Volkswagen,9600.0,sedan,106,1.6,Petrol,yes,2011,9.169518377455928
Volkswagen,21000.0,other,93,2.0,Diesel,yes,2012,9.95227771670556
Mercedes-Benz,3500.0,sedan,303,2.2,Diesel,no,2000,8.160518247477505
Toyota,45500.0,crossover,65,4.0,Gas,yes,2010,10.725467604939041
Audi,20900.0,crossover,185,4.2,Petrol,yes,2006,9.947504437952903
Mercedes-Benz,6999.0,other,168,2.3,Petrol,yes,2001,8.85352256068954
Mitsubishi,7999.0,sedan,112,2.0,Petrol,yes,2008,8.987071812848821
BMW,6500.0,sedan,1,3.0,Petrol,yes,1995,8.779557455883728
BMW,29500.0,sedan,230,3.0,Diesel,yes,2011,10.292145542327912
Renault,10300.0,van,138,2.0,Diesel,yes,2011,9.239899174217728
Volkswagen,6000.0,other,1,2.5,Diesel,yes,1999,8.699514748210191
Volkswagen,3300.0,vagon,193,1.9,Diesel,no,2003,8.101677747454572
Volkswagen,2400.0,vagon,320,1.9,Diesel,no,2000,7.783224016336037
Audi,23900.0,sedan,180,3.0,Diesel,yes,2009,10.081633737919603
Volkswagen,9300.0,sedan,148,2.0,Petrol,yes,2006,9.137769679141348
Mitsubishi,1699.0,hatch,294,1.6,Gas,yes,1992,7.4377951216719325
Volkswagen,34000.0,crossover,92,3.0,Diesel,yes,2012,10.4341158035983
Toyota,14500.0,other,82,2.0,Gas,yes,2007,9.581903928408666
Volkswagen,10400.0,sedan,78,1.6,Petrol,yes,2012,9.249561085129464
BMW,6100.0,sedan,266,3.5,Petrol,no,1997,8.716044050161402
Volkswagen,7200.0,other,177,1.9,Diesel,yes,2010,8.881836305004146
Mercedes-Benz,14000.0,other,144,2.2,Diesel,yes,2009,9.546812608597396
Mercedes-Benz,8900.0,other,213,5.0,Other,yes,1999,9.093806555720231
BMW,22100.0,hatch,42,1.6,Petrol,yes,2013,10.003332887505843
Toyota,33950.0,other,65,5.7,Petrol,yes,2013,10.432644132986843
BMW,3499.0,sedan,101,2.5,Petrol,yes,1990,8.160232492367689
Audi,28500.0,crossover,74,2.0,Petrol,yes,2010,10.257659366256743
BMW,8800.0,crossover,284,3.0,Diesel,no,2004,9.082507000466299
Volkswagen,17200.0,other,15,1.2,Petrol,yes,2014,9.752664662801545
Audi,3000.0,sedan,278,2.5,Diesel,no,1999,8.006367567650246
Toyota,25800.0,sedan,58,2.5,Petrol,yes,2015,10.158129770909708
Mercedes-Benz,18500.0,sedan,143,5.5,Petrol,yes,2007,9.825526011066415
Volkswagen,28793.04,van,0,1.6,Diesel,yes,2016,10.267888970251276
BMW,42900.0,sedan,2,2.0,Petrol,yes,2016,10.666627104916108
Toyota,11800.0,sedan,90,1.8,Petrol,yes,2008,9.375854810453756
Renault,7100.0,van,171,1.5,Diesel,yes,2013,8.867850063029406
Volkswagen,22000.0,sedan,26,1.8,Petrol,yes,2011,9.998797732340453
Volkswagen,2700.0,hatch,400,1.8,Gas,yes,1989,7.90100705199242
Toyota,7000.0,other,220,1.8,Petrol,yes,2001,8.85366542803745
BMW,6499.0,other,230,3.0,Diesel,no,2002,8.77940359789435
Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011,9.6614159913364
Mitsubishi,8100.0,sedan,113,2.0,Petrol,yes,2007,8.99961934066053
Mercedes-Benz,12200.0,other,287,3.2,Petrol,yes,2000,9.409191230721348
Renault,5400.0,sedan,96,1.4,Petrol,yes,2007,8.594154232552366
Mercedes-Benz,5400.0,sedan,285,2.2,Diesel,no,2002,8.594154232552366
Volkswagen,7700.0,vagon,287,1.9,Diesel,yes,2002,8.948975607841776
BMW,34000.0,sedan,115,5.0,Petrol,yes,2008,10.4341158035983
Audi,3900.0,sedan,302,1.9,Diesel,no,2002,8.268731832117737
Mercedes-Benz,15000.0,sedan,240,5.0,Petrol,yes,2004,9.615805480084347
Volkswagen,8999.0,sedan,120,2.0,Petrol,yes,2008,9.104868739033948
Mitsubishi,6300.0,sedan,116,1.5,Petrol,yes,2008,8.748304912379623
Volkswagen,7999.0,van,210,1.6,Gas,yes,2004,8.987071812848821
Toyota,25200.0,crossover,128,4.0,Gas,yes,2007,10.134599273499514
BMW,26999.0,sedan,131,2.0,Diesel,yes,2011,10.203555107263542
Audi,16000.0,sedan,180,3.0,Diesel,yes,2006,9.680344001221918
Mitsubishi,9200.0,sedan,115,2.0,Petrol,yes,2008,9.126958763037132
Volkswagen,7000.0,van,250,2.0,Diesel,yes,2004,8.85366542803745
Toyota,85000.0,crossover,1,4.5,Diesel,yes,2016,11.350406535472453
Volkswagen,3200.0,sedan,320,1.8,Gas,yes,1990,8.070906088787819
Renault,11000.0,hatch,127,1.5,Diesel,yes,2012,9.305650551780507
Mitsubishi,10500.0,crossover,187,2.4,Gas,yes,2008,9.259130536145614
BMW,17500.0,sedan,102,2.0,Petrol,yes,2011,9.769956159911606
Renault,7200.0,vagon,224,1.5,Diesel,yes,2004,8.881836305004146
Toyota,8400.0,sedan,195,2.4,Gas,yes,2004,9.035986984831405
Volkswagen,8350.0,van,1,1.6,Diesel,yes,2011,9.030016817844901
Audi,3200.0,vagon,244,2.0,Other,no,2006,8.070906088787819
Toyota,11999.0,sedan,147,2.4,Petrol,yes,2010,9.392578591964389
Toyota,29900.0,crossover,144,4.0,Gas,yes,2008,10.305613759378778
BMW,11500.0,sedan,290,3.0,Diesel,yes,2001,9.350102314351341
Mitsubishi,13900.0,vagon,93,3.0,Gas,yes,2007,9.539644119118783
Renault,5000.0,van,245,1.5,Diesel,yes,2003,8.517193191416238
Volkswagen,12900.0,van,127,1.6,Diesel,yes,2011,9.464982590349763
Mercedes-Benz,8650.0,van,344,2.2,Diesel,yes,2006,9.065314599925925
Toyota,22900.0,crossover,132,2.7,Gas,yes,2012,10.03889218954233
Mercedes-Benz,13500.0,van,290,2.2,Diesel,yes,2007,9.51044496442652
Audi,39999.0,crossover,45,2.0,Diesel,yes,2014,10.596609732783568
Volkswagen,3300.0,sedan,250,1.9,Diesel,no,2000,8.101677747454572
Audi,32500.0,crossover,108,2.0,Diesel,yes,2012,10.388995368317829
Mitsubishi,13300.0,crossover,135,3.0,Petrol,yes,2009,9.495519314209846
Volkswagen,2900.0,vagon,257,1.9,Diesel,no,2003,7.9724660159745655
Volkswagen,2900.0,sedan,315,1.6,Gas,yes,1990,7.9724660159745655
Mercedes-Benz,21000.0,crossover,208,3.5,Petrol,yes,2007,9.95227771670556
Toyota,89000.0,crossover,61,4.5,Diesel,yes,2011,11.396391648714276
Volkswagen,23500.0,crossover,48,2.0,Diesel,yes,2012,10.06475570013225
Mitsubishi,4200.0,van,350,1.8,Gas,yes,1992,8.34283980427146
Mercedes-Benz,70500.0,crossover,99,5.5,Petrol,yes,2009,11.16336798880036
Mercedes-Benz,124000.0,crossover,0,4.0,Petrol,yes,2016,11.728036844587175
